time,flux,h,injection_area,pp_0,pp_inf,tidal_head,wellPP
13457.189571634,-5.9848186064603e-05,101.03299725818,1.2566370614359,1010330.7035332,1010332.0915202,9.2624439568259e-09,1010329.9725818
13557.189571634,-6.1958920549738e-05,101.03293740823,1.2566370614359,1010330.126065,1010331.4874615,9.2066449189525e-09,1010329.3740823
13657.189571634,-6.4058202434398e-05,101.03287544748,1.2566370614359,1010329.5273983,1010330.8623467,9.1488983428975e-09,1010328.7544748
13757.189571634,-6.6142365938459e-05,101.03281138739,1.2566370614359,1010328.9076249,1010330.216308,9.0892164441488e-09,1010328.1138739
13857.189571634,-6.8209663167401e-05,101.03274524307,1.2566370614359,1010328.2668593,1010329.5494822,9.0276118475853e-09,1010327.4524308
13957.189571634,-7.0261286106874e-05,101.0326770314,1.2566370614359,1010327.6052528,1010328.8620102,8.9640975848059e-09,1010326.770314
14057.189571634,-7.2299422989742e-05,101.03260676804,1.2566370614359,1010326.9229738,1010328.1540374,8.898687091373e-09,1010326.0676804
14157.189571634,-7.4324607195936e-05,101.03253446649,1.2566370614359,1010326.2201789,1010327.4257136,8.8313942039702e-09,1010325.3446649
14257.189571634,-7.6334996619011e-05,101.03246013969,1.2566370614359,1010325.4970033,1010326.677193,8.7622331574756e-09,1010324.6013969
14357.189571634,-7.8328040222419e-05,101.03238380244,1.2566370614359,1010324.7535765,1010325.9086337,8.6912185819504e-09,1010323.8380244
14457.189571634,-8.0302611559241e-05,101.03230547209,1.2566370614359,1010323.9900468,1010325.1201985,8.6183654995442e-09,1010323.0547209
14557.189571634,-8.2259512016e-05,101.03222516711,1.2566370614359,1010323.2065875,1010324.3120541,8.5436893213173e-09,1010322.2516711
14657.189571634,-8.4200048563708e-05,101.03214290517,1.2566370614359,1010322.4033831,1010323.4843715,8.4672058439806e-09,1010321.4290517
14757.189571634,-8.6124317169791e-05,101.03205870264,1.2566370614359,1010321.5806105,1010322.6373256,8.388931246554e-09,1010320.5870264
14857.189571634,-8.8030867204681e-05,101.03197257578,1.2566370614359,1010320.7384333,1010321.7710957,8.3088820869443e-09,1010319.7257578
14957.189571634,-8.9917900156892e-05,101.03188454232,1.2566370614359,1010319.8770144,1010320.8858652,8.2270752984422e-09,1010318.8454232
15057.189571634,-9.178466233103e-05,101.03179462177,1.2566370614359,1010318.9965311,1010319.9818211,8.1435281861403e-09,1010317.9462177
15157.189571634,-9.3631651411824e-05,101.0317028344,1.2566370614359,1010318.0971785,1010319.0591548,8.0582584232728e-09,1010317.028344
15257.189571634,-9.5459602954486e-05,101.03160919998,1.2566370614359,1010317.1791592,1010318.1180614,7.9712840474768e-09,1010316.0919998
15357.189571634,-9.7268371252374e-05,101.03151373757,1.2566370614359,1010316.2426709,1010317.15874,7.8826234569764e-09,1010315.1373757
15457.189571634,-9.9056811133217e-05,101.03141646633,1.2566370614359,1010315.2879043,1010316.1813935,7.7922954066912e-09,1010314.1646633
15557.189571634,-0.00010082364342145,101.03131740659,1.2566370614359,1010314.3150511,1010315.1862287,7.7003190042689e-09,1010313.1740659
15657.189571634,-0.00010256833181129,101.03121657998,1.2566370614359,1010313.3243148,1010314.173456,7.6067137060431e-09,1010312.1657998
15757.189571634,-0.00010429115601269,101.03111400862,1.2566370614359,1010312.3159114,1010313.1432899,7.5114993129178e-09,1010311.1400862
15857.189571634,-0.00010599247590349,101.03100971439,1.2566370614359,1010311.2900623,1010312.095948,7.4146959661788e-09,1010310.0971439
15957.189571634,-0.0001076720307917,101.03090371878,1.2566370614359,1010310.2469861,1010311.0316521,7.316324143233e-09,1010309.0371878
16057.189571634,-0.00010932891834943,101.03079604358,1.2566370614359,1010309.1868981,1010309.9506271,7.2164046532766e-09,1010307.9604358
16157.189571634,-0.0001109622043572,101.03068671144,1.2566370614359,1010308.1100159,1010308.8531019,7.1149586328934e-09,1010306.8671144
16257.189571634,-0.00011257149119389,101.03057574596,1.2566370614359,1010307.0165662,1010307.7393085,7.0120075415836e-09,1010305.7574596
16357.189571634,-0.00011415690086685,101.03046317115,1.2566370614359,1010305.9067851,1010306.6094827,6.9075731572242e-09,1010304.6317115
16457.189571634,-0.00011571856240546,101.03034901088,1.2566370614359,1010304.7809125,1010305.4638633,6.8016775714624e-09,1010303.4901088
16557.189571634,-0.00011725616625627,101.0302332889,1.2566370614359,1010303.6391873,1010304.3026927,6.6943431850423e-09,1010302.332889
16657.189571634,-0.0001187690008559,101.03011602928,1.2566370614359,1010302.481847,1010303.1262166,6.5855927030662e-09,1010301.1602928
16757.189571634,-0.00012025637365895,101.02999725678,1.2566370614359,1010301.3091322,1010301.9346838,6.4754491301921e-09,1010299.9725678
16857.189571634,-0.00012171797072319,101.02987699686,1.2566370614359,1010300.1212907,1010300.7283463,6.3639357657667e-09,1010298.7699686
16957.189571634,-0.00012315380989622,101.02975527529,1.2566370614359,1010298.918577,1010299.5074595,6.2510761988974e-09,1010297.5527529
17057.189571634,-0.00012456388035246,101.02963211785,1.2566370614359,1010297.701249,1010298.2722814,6.1368943034619e-09,1010296.3211785
