1.296299246594518652e-02,1.436615922179260499e-02,1.592562144995651047e-02,1.766041143475075362e-02,1.959214192546733513e-02,2.174539318758084150e-02,2.414816252581201278e-02,2.683238680269887932e-02,2.983455029193407895e-02,3.319639234076708634e-02,3.696573182768785742e-02,4.119742835838143685e-02,4.595450362500329289e-02,5.130945045635238594e-02,5.734576192214976831e-02,6.415971855665091039e-02,7.186247849300979318e-02,8.058252323676769191e-02,9.046852117557248329e-02,1.016926819840286988e-01,1.144546881467414234e-01,1.289863052548875233e-01,1.455567909644531754e-01,1.644792440486017859e-01,1.861180604355991142e-01,2.108976932084586919e-01,2.393129490897089040e-01,2.719410959264558780e-01,3.094561052754353225e-01,3.526454127005280159e-01,4.024296473779532812e-01,4.598858638175727931e-01,5.262749039311114263e-01,6.030736294796033015e-01,6.920128954016085965e-01,7.951222859141974242e-01,9.147828095180802199e-01,1.053788947208574189e+00,1.215421669630367463e+00,1.403534279679457430e+00,1.622653187394353047e+00,1.878095964117791006e+00,2.176109216202187113e+00,2.524028900366597217e+00,2.930465562878106667e+00,3.405516439021285091e+00,3.961005096776480272e+00,4.610746865760668278e+00,5.370833898844992405e+00,6.259926204689208795e+00,7.299522646049150687e+00,8.514166327110419985e+00,9.931508974968728864e+00,1.158211577502035006e+01,1.349883426153982846e+01,1.571548271644345540e+01,1.826455323032832823e+01,2.117361599186683563e+01,2.446023525811247623e+01,2.812557422437608423e+01,3.214755533066004745e+01,3.647536040181614680e+01,4.102776357528696138e+01,4.569754180448907732e+01,5.036246449396841740e+01,5.490060502015018784e+01,5.920557566231444468e+01,6.319732628205880332e+01,6.682633613210502688e+01,7.007177613648394754e+01,7.293591643823457105e+01,7.543726142833683923e+01,7.760416909699809196e+01,7.946979618077548935e+01,8.106853105809622662e+01,8.243371853763640900e+01,8.359636227770208450e+01,8.458450157693350491e+01,8.542302013897051438e+01,8.613371227945815178e+01,8.673548936553537203e+01,8.724465190794052205e+01,8.767518214495190421e+01,8.803903125662880313e+01,8.834638752431413877e+01,8.860591917007313612e+01,8.882498996720443074e+01,8.900984815139334216e+01,8.916579042890293749e+01,8.929730344738835868e+01,8.940818526140240863e+01,8.950164926873073057e+01,8.958041292361936314e+01,8.964677331240147851e+01,8.970267144239429058e+01,8.974974686616732811e+01,8.978938405052805649e+01,8.982275170726479985e+01,8.985083613200933428e+01,8.987446944793728676e+01
1.290807759216718031e-02,1.431094710057307685e-02,1.587009094228816405e-02,1.760454051089358971e-02,1.953590772005682139e-02,2.168877207026656886e-02,2.409113018819922583e-02,2.677491836208512402e-02,2.977662041199312382e-02,3.313797536893706847e-02,3.690680194857732382e-02,4.113795976202491711e-02,4.589447068829582976e-02,5.124882793548282689e-02,5.728452515336058398e-02,6.409784366220343255e-02,7.179994258883447278e-02,8.051930463799361615e-02,9.040459959591416739e-02,1.016280387249554468e-01,1.143893062724111037e-01,1.289201697490378051e-01,1.454898888657925604e-01,1.644115645617167110e-01,1.860495950149883282e-01,2.108284356139759341e-01,2.392428954124344309e-01,2.718702445847647198e-01,3.093844569817782997e-01,3.525729704001285270e-01,4.023564161612319667e-01,4.598118508086157519e-01,5.262001181548420226e-01,6.029980817105393687e-01,6.919365979971051628e-01,7.950452526349267579e-01,9.147050553381699256e-01,1.053710488117258315e+00,1.215342522426258842e+00,1.403454461757537963e+00,1.622572716524484759e+00,1.878014858211937810e+00,2.176027493065506579e+00,2.523946577424979409e+00,2.930382656871593827e+00,3.405432965648802490e+00,3.960921070272432232e+00,4.610662298378159996e+00,5.370748800213887009e+00,6.259840581010580607e+00,7.299436499082680996e+00,8.514079652911338059e+00,9.931421762342313997e+00,1.158202800369656593e+01,1.349874590014531428e+01,1.571539372048696315e+01,1.826446354064190913e+01,2.117352553425881823e+01,2.446014394532589975e+01,2.812548196161296232e+01,3.214746202558255561e+01,3.647526597870089660e+01,4.102766799090679228e+01,4.569744506121249827e+01,5.036236664513194228e+01,5.490050616506781722e+01,5.920547593242225304e+01,6.319722582303954539e+01,6.682623508739969509e+01,7.007167463565188825e+01,7.293581459097066499e+01,7.543715932310337280e+01,7.760406680257568723e+01,7.946969374920507789e+01,8.106842852796623333e+01,8.243361593713743218e+01,8.359625962720434700e+01,8.458439889103846099e+01,8.542291742808295396e+01,8.613360955096010230e+01,8.673538662464753202e+01,8.724454915834614610e+01,8.767507938924488542e+01,8.803892849663338893e+01,8.834628476131193509e+01,8.860581640496376110e+01,8.882488720061894583e+01,8.900974538377418810e+01,8.916568766056015249e+01,8.929720067853912724e+01,8.940808249219882953e+01,8.950154649927927153e+01,8.958031015399456010e+01,8.964667054265544266e+01,8.970256867256351541e+01,8.974964409627732209e+01,8.978928128059662583e+01,8.982264893730445010e+01,8.985073336202876249e+01,8.987436667794258938e+01
1.284639039470044687e-02,1.424892599791277234e-02,1.580771218847947315e-02,1.754177935940025995e-02,1.947273848566551460e-02,2.162516820843691026e-02,2.402706439272736874e-02,2.671036268163359817e-02,2.971154638565798312e-02,3.307235418057937609e-02,3.684060459914760555e-02,4.107115725856905208e-02,4.582703424776458923e-02,5.118072920089741795e-02,5.721573641932888726e-02,6.402833810628817679e-02,7.172969450481167519e-02,8.044828966672668003e-02,9.033279494933209308e-02,1.015554233985499349e-01,1.143158612417445874e-01,1.288458781459829727e-01,1.454147361306202813e-01,1.643355385676807667e-01,1.859726861627231109e-01,2.107506368937771823e-01,2.391642024333201777e-01,2.717906555700601023e-01,3.093039727317987153e-01,3.524915942233165511e-01,4.022741537757841268e-01,4.597287102171914164e-01,5.261161094953599182e-01,6.029132170862772089e-01,6.918508912893829299e-01,7.949587193014460151e-01,9.146177121997348669e-01,1.053622353134967327e+00,1.215253614470408472e+00,1.403364800368338772e+00,1.622482321663262450e+00,1.877923749999651282e+00,2.175935691503128044e+00,2.523854102087451423e+00,2.930289526563431668e+00,3.405339198005015167e+00,3.960826681282893613e+00,4.610567301807115825e+00,5.370653206878833075e+00,6.259744397877367028e+00,7.299339728128072302e+00,8.513982289704111750e+00,9.931323794307253650e+00,1.158192940806392635e+01,1.349864664167269623e+01,1.571529374919638400e+01,1.826436279006862051e+01,2.117342392106164084e+01,2.446004137148698376e+01,2.812537832064344911e+01,3.214735721375706845e+01,3.647515991095745136e+01,4.102756061868698367e+01,4.569733638717661250e+01,5.036225672919386653e+01,5.490039511878903511e+01,5.920536390344784650e+01,6.319711297501829250e+01,6.682612158146217496e+01,7.007156061733522279e+01,7.293570018349774386e+01,7.543704462584616977e+01,7.760395189279716988e+01,7.946957868536416925e+01,8.106831335341037459e+01,8.243350068353385041e+01,8.359614431743551677e+01,8.458428354150663608e+01,8.542280205047609343e+01,8.613349415357070882e+01,8.673527121334014112e+01,8.724443373725830497e+01,8.767496396129043035e+01,8.803881306386156780e+01,8.834616932516239274e+01,8.860570096644708826e+01,8.882477176044403677e+01,8.900962994243806747e+01,8.916557221841109993e+01,8.929708523582115731e+01,8.940796704908278514e+01,8.950143105588475123e+01,8.958019471040528003e+01,8.964655509892997998e+01,8.970245322874282579e+01,8.974952865239006883e+01,8.978916583666286044e+01,8.982253349333818448e+01,8.985061791803977371e+01,8.987425123393772708e+01
1.277709568327991228e-02,1.417925620276511318e-02,1.573764063520309217e-02,1.747127824961645232e-02,1.940177896655701645e-02,2.155372046188378313e-02,2.395509774501481878e-02,2.663784573435274208e-02,2.963844716799169526e-02,3.299864032266656977e-02,3.676624352565943665e-02,4.099611640102374804e-02,4.575128127347164592e-02,5.110423225578063222e-02,5.713846438125827487e-02,6.395026084497401619e-02,7.165078314383636904e-02,8.036851684288737196e-02,9.025213506424116516e-02,1.014738528573398135e-01,1.142333586738083495e-01,1.287624246029493991e-01,1.453303152571966128e-01,1.642501367416034919e-01,1.858862926007958383e-01,2.106632437218327880e-01,2.390758047188657476e-01,2.717012513173164279e-01,3.092135628397825742e-01,3.524001824084849188e-01,4.021817464615273785e-01,4.596353163930951835e-01,5.260217405495951626e-01,6.028178866147563264e-01,6.917546148853308541e-01,7.948615143288783047e-01,9.145195975538744637e-01,1.053523348991958875e+00,1.215153742027720973e+00,1.403264081575974709e+00,1.622380778944275459e+00,1.877821405956413559e+00,2.175832568603238926e+00,2.523750222319936842e+00,2.930184911051886054e+00,3.405233866559294054e+00,3.960720651864849895e+00,4.610460589878496052e+00,5.370545824591241413e+00,6.259636353055783253e+00,7.299231022993087237e+00,8.513872919278117735e+00,9.931213744464272963e+00,1.158181865322625015e+01,1.349853514225178941e+01,1.571518144905084569e+01,1.826424961453713536e+01,2.117330977652509816e+01,2.445992614783963148e+01,2.812526189826377276e+01,3.214723947612777266e+01,3.647504076252612748e+01,4.102744000490658749e+01,4.569721431103515386e+01,5.036213325799359808e+01,5.490027037784925312e+01,5.920523805862149658e+01,6.319698621013575490e+01,6.682599407752519483e+01,7.007143253782913916e+01,7.293557166684186654e+01,7.543691578366745887e+01,7.760382281188712739e+01,7.946944943139122586e+01,8.106818397506789609e+01,8.243337121639453358e+01,8.359601478720382772e+01,8.458415396660774377e+01,8.542267244403943494e+01,8.613336452491154205e+01,8.673514156904627725e+01,8.724430408197757458e+01,8.767483429829606223e+01,8.803868339545556410e+01,8.834603965296200556e+01,8.860557129158753753e+01,8.882464208372167036e+01,8.900950026441120144e+01,8.916544253947101595e+01,8.929695555624189751e+01,8.940783736905630974e+01,8.950130137554542387e+01,8.958006502984714814e+01,8.964642541821883981e+01,8.970232354792469209e+01,8.974939897149715762e+01,8.978903615571768171e+01,8.982240381235645543e+01,8.985048823703252197e+01,8.987412155291262650e+01
1.269925526861021003e-02,1.410099444753230499e-02,1.565892757541102395e-02,1.739208265867842745e-02,1.932206843341022912e-02,2.147346149111775335e-02,2.387425588010881963e-02,2.655638570471983637e-02,2.955633306004494879e-02,3.291583577456351495e-02,3.668271194475078434e-02,4.091182120235166420e-02,4.566618613694835294e-02,5.101830139895786181e-02,5.705166284389874554e-02,6.386255478100148764e-02,7.156214011567707534e-02,8.027890611279880906e-02,9.016152787694096948e-02,1.013822227081471739e-01,1.141406815566083505e-01,1.286686792325827111e-01,1.452354832613717284e-01,1.641542028181066648e-01,1.857892446366056216e-01,2.105650728717108067e-01,2.389765054420265322e-01,2.716008213718569264e-01,3.091120032355940128e-01,3.522974973203565896e-01,4.020779431050148234e-01,4.595304048664199392e-01,5.259157336453711418e-01,6.027107996056052519e-01,6.916464652875065067e-01,7.947523216478074026e-01,9.144093830150265001e-01,1.053412135259694571e+00,1.215041552913681766e+00,1.403150941737144386e+00,1.622266713569030516e+00,1.877706440434565138e+00,2.175716728173207049e+00,2.523633531682552888e+00,2.930067393935829934e+00,3.405115545217493711e+00,3.960601546474332935e+00,4.610340717807875244e+00,5.370425199490759027e+00,6.259514983715496861e+00,7.299108911907528530e+00,8.513750060855906909e+00,9.931090122837474610e+00,1.158169423966290879e+01,1.349840989228127697e+01,1.571505529960829506e+01,1.826412248175381237e+01,2.117318155523648926e+01,2.445979671436134240e+01,2.812513111822208245e+01,3.214710721863589526e+01,3.647490692024748427e+01,4.102730451656679378e+01,4.569707717999024510e+01,5.036199455984532136e+01,5.490013025337133712e+01,5.920509669412007270e+01,6.319684381211160940e+01,6.682585084930177288e+01,7.007128866305349391e+01,7.293542730100375593e+01,7.543677105216026746e+01,7.760367781220601557e+01,7.946930423730327675e+01,8.106803864127165582e+01,8.243322578284978874e+01,8.359586928278521611e+01,8.458400841201276421e+01,8.542252685401683721e+01,8.613321890992540375e+01,8.673499593649698625e+01,8.724415843708619889e+01,8.767468864473953261e+01,8.803853773581981557e+01,8.834589398906376800e+01,8.860542562470203620e+01,8.882449641474350699e+01,8.900935459396755789e+01,8.916529686800141974e+01,8.929680988405428366e+01,8.940769169636627112e+01,8.950115570250389396e+01,8.957991935655978466e+01,8.964627974475956762e+01,8.970217787434522450e+01,8.974925329783366124e+01,8.978889048199545186e+01,8.982225813859315622e+01,8.985034256324053104e+01,8.987397587910061247e+01
1.261181526011042643e-02,1.401308113705440617e-02,1.557050730367823786e-02,1.730312034811571850e-02,1.923252767589213319e-02,2.138330466044499611e-02,2.378344427044398746e-02,2.646487969576528931e-02,2.946409230920593939e-02,3.282281943570893035e-02,3.658887891247881302e-02,4.081713037990058329e-02,4.557059672509137377e-02,5.092177320241079302e-02,5.695415659098936739e-02,6.376403245161926803e-02,7.146256527191666152e-02,8.017824422621681879e-02,9.005974664603898228e-02,1.012792923595816491e-01,1.140365751237352593e-01,1.285633728052731628e-01,1.451289562015917745e-01,1.640464379365137171e-01,1.856802283263547793e-01,2.104547951967361552e-01,2.388649601782352472e-01,2.714880060008693086e-01,3.089979188918500763e-01,3.521821486935036161e-01,4.019613383004643770e-01,4.594125552277564251e-01,5.257966535428538757e-01,6.025905061953453767e-01,6.915249782459448324e-01,7.946296628858701139e-01,9.142855763758090948e-01,1.053287206202635495e+00,1.214915528186989002e+00,1.403023849038623760e+00,1.622138581193411699e+00,1.877577296902867232e+00,2.175586601836386524e+00,2.523502450287690380e+00,2.929935384137960064e+00,3.404982632013923372e+00,3.960467752530457464e+00,4.610206062634345514e+00,5.370289698421309765e+00,6.259378646624289111e+00,7.298971741596830043e+00,8.513612051044916029e+00,9.930951255701467417e+00,1.158155448292675160e+01,1.349826919599018638e+01,1.571491359292014955e+01,1.826397967045695125e+01,2.117303752119725146e+01,2.445965131864211983e+01,2.812498420987760994e+01,3.214695865063771407e+01,3.647475657202164001e+01,4.102715231928177531e+01,4.569692313741539635e+01,5.036183875690522882e+01,5.489997284819988010e+01,5.920493789599889567e+01,6.319668385300768421e+01,6.682568995761305075e+01,7.007112704507498790e+01,7.293526513140099610e+01,7.543660847179081941e+01,7.760351493058870176e+01,7.946914113730259999e+01,8.106787538433206919e+01,8.243306241385926114e+01,8.359570583417946921e+01,8.458384490704196423e+01,8.542236330924868071e+01,8.613305533711461237e+01,8.673483234395659736e+01,8.724399483068127381e+01,8.767452502860052732e+01,8.803837411285161352e+01,8.834573036130717583e+01,8.860526199358963595e+01,8.882433278128020504e+01,8.900919095885794263e+01,8.916513323173923311e+01,8.929664624698541786e+01,8.940752805873295017e+01,8.950099206447569600e+01,8.957975571825537031e+01,8.964611610626201355e+01,8.970201423571261046e+01,8.974908965910663028e+01,8.978872684320241149e+01,8.982209449975400162e+01,8.985017892436911779e+01,8.987381224020664661e+01
1.251359179716563137e-02,1.391432600262586770e-02,1.547118268749175449e-02,1.720318684668858955e-02,1.913194439110238454e-02,2.128202932587916138e-02,2.368143340690510509e-02,2.636208879682140627e-02,2.936047605705132887e-02,3.271833194690355884e-02,3.648347401233761195e-02,4.071076190344417867e-02,4.546321884156877269e-02,5.081334075949484053e-02,5.684462547386717052e-02,6.365335995138761416e-02,7.135071045700305814e-02,8.006516830999235723e-02,8.994541334345544648e-02,1.011636682255294961e-01,1.139196298659370665e-01,1.284450795649088317e-01,1.450092917954645955e-01,1.639253830554255609e-01,1.855577676854133495e-01,2.103309176345243559e-01,2.387396587030843065e-01,2.713612777838286805e-01,3.088697652072693312e-01,3.520525748093832896e-01,4.018303533218173240e-01,4.592801718971113445e-01,5.256628880026789075e-01,6.024553777175262193e-01,6.913885089335127798e-01,7.944918773519131783e-01,9.141465014038662185e-01,1.053146870391927781e+00,1.214773961584445727e+00,1.402881082757882591e+00,1.621994647018660141e+00,1.877432226872483012e+00,2.175440427797725285e+00,2.523355203409763714e+00,2.929787094363070388e+00,3.404833327422206235e+00,3.960317458582579331e+00,4.610054801247165379e+00,5.370137486819682948e+00,6.259225495900225589e+00,7.298817654898312135e+00,8.513457021316698459e+00,9.930795262920792510e+00,1.158139749083834324e+01,1.349811114847883076e+01,1.571475441040738019e+01,1.826381924711275317e+01,2.117287572431933995e+01,2.445948799215864966e+01,2.812481918422809812e+01,3.214679176066140087e+01,3.647458768227447479e+01,4.102698135244314415e+01,4.569675009771871999e+01,5.036166373974753441e+01,5.489979603121589236e+01,5.920475951427912520e+01,6.319650416712573815e+01,6.682550922413358307e+01,7.007094549573417908e+01,7.293508296240486288e+01,7.543642584136827622e+01,7.760333196176510739e+01,7.946895792316195184e+01,8.106769199389657388e+01,8.243287889755291076e+01,8.359552222843829838e+01,8.458366123798357705e+01,8.542217959548419515e+01,8.613287159184845621e+01,8.673464857652716375e+01,8.724381104767701345e+01,8.767434123466134110e+01,8.803819031124071159e+01,8.834554655431709591e+01,8.860507818282964365e+01,8.882414896787922487e+01,8.900900714360744814e+01,8.916494941519391659e+01,8.929646242953383251e+01,8.940734424064719121e+01,8.950080824594628837e+01,8.957957189941565446e+01,8.964593228720526952e+01,8.970183041650412292e+01,8.974890583979203029e+01,8.978854302381364505e+01,8.982191068031339398e+01,8.984999510489225827e+01,8.987362842070446334e+01
1.240325502069899999e-02,1.380339198680790962e-02,1.535960895913313605e-02,1.709092914291064982e-02,1.901895677006229524e-02,2.116826430869939157e-02,2.356684215235940044e-02,2.624662130976575247e-02,2.924408143090617349e-02,3.260095863969877938e-02,3.636507015494064299e-02,4.059127563762528895e-02,4.534259868454487696e-02,5.069153599057293902e-02,5.672158653781882165e-02,6.352903887227820401e-02,7.122506125541394617e-02,7.993814741597331242e-02,8.981697999714284564e-02,1.010337848572294972e-01,1.137882624476097837e-01,1.283121979253993850e-01,1.448748698925343692e-01,1.637893991985925612e-01,1.854202047047951718e-01,2.101917629922381847e-01,2.385989045452265866e-01,2.712189209325783223e-01,3.087258070941415466e-01,3.519070213520587020e-01,4.016832147481858573e-01,4.591314625211737055e-01,5.255126259576708980e-01,6.023035846520350400e-01,6.912352096764238230e-01,7.943370995517179400e-01,9.139902751471823406e-01,1.052989227804972838e+00,1.214614936419690761e+00,1.402720709966058354e+00,1.621832962303748182e+00,1.877269266224012689e+00,2.175276226990649597e+00,2.523189797457043415e+00,2.929620516899686944e+00,3.404665609991338382e+00,3.960148629784898233e+00,4.609884885702520307e+00,5.369966503877289909e+00,6.259053458020138017e+00,7.298644565616912772e+00,8.513282872708849425e+00,9.930620032494639204e+00,1.158122113786770591e+01,1.349793360992836000e+01,1.571457559688493077e+01,1.826363903973713221e+01,2.117269397402306197e+01,2.445930452362258478e+01,2.812463380698082460e+01,3.214660428917366630e+01,3.647439796439818593e+01,4.102678930132148594e+01,4.569655571810627492e+01,5.036146713880503256e+01,5.489959740848372860e+01,5.920455913383926116e+01,6.319630232168615436e+01,6.682530620189929493e+01,7.007074155701991458e+01,7.293487832761373113e+01,7.543622068824282678e+01,7.760312642850300335e+01,7.946875211432698904e+01,8.106748598702340303e+01,8.243267274928429345e+01,8.359531597970394046e+01,8.458345491812228545e+01,8.542197322540242510e+01,8.613266518637928471e+01,8.673444214616075953e+01,8.724360459981440385e+01,8.767413477451479764e+01,8.803798384247592423e+01,8.834534007950941259e+01,8.860487170378686983e+01,8.882394248586950880e+01,8.900880065951994879e+01,8.916474292965173731e+01,8.929625594297347391e+01,8.940713775337437141e+01,8.950060175817502284e+01,8.957936541129569719e+01,8.964572579884145398e+01,8.970162392796979134e+01,8.974869935113846964e+01,8.978833653507673773e+01,8.982170419151819374e+01,8.984978861605634393e+01,8.987342193184007044e+01
1.227931106805403572e-02,1.367877714085121571e-02,1.523427550871088616e-02,1.696482736646801742e-02,1.889203506002372357e-02,2.104046933090139918e-02,2.343811904227943374e-02,2.611691390665785845e-02,2.911333255018702312e-02,3.246911038303558483e-02,3.623206425649146134e-02,4.045705384379549852e-02,4.520710316348847124e-02,5.055470976651824100e-02,5.658337394418836569e-02,6.338938601655311200e-02,7.108391648781106631e-02,7.979546179332311362e-02,8.967270773291288744e-02,1.008878837484833840e-01,1.136406942698361539e-01,1.281629287866186961e-01,1.447238705388787239e-01,1.636366452646272618e-01,1.852656769031848505e-01,2.100354472388843152e-01,2.384407920176586371e-01,2.710590080610812413e-01,3.085640954867817087e-01,3.517435176563196708e-01,4.015179304533150195e-01,4.589644137064469165e-01,5.253438329926047867e-01,6.021330718550271799e-01,6.910630049383801321e-01,7.941632339308795085e-01,9.138147824405982167e-01,1.052812144100831571e+00,1.214436299632988936e+00,1.402540559357841277e+00,1.621651337981205865e+00,1.877086208615108109e+00,2.175091776282316314e+00,2.523003992980260346e+00,2.929433396437527648e+00,3.404477208977117364e+00,3.959958980346554469e+00,4.609694015496270225e+00,5.369774434638729943e+00,6.258860203746134054e+00,7.298450130280162540e+00,8.513087247407092661e+00,9.930423191962496787e+00,1.158102303635675234e+01,1.349773417662979291e+01,1.571437473138268537e+01,1.826343660848940686e+01,2.117248980957903015e+01,2.445909842904212184e+01,2.812442556830279727e+01,3.214639369798825186e+01,3.647418484979326081e+01,4.102657356572775171e+01,4.569633736686348868e+01,5.036124629228806526e+01,5.489937429083983744e+01,5.920433404171701142e+01,6.319607558389080992e+01,6.682507814217805731e+01,7.007051246779050757e+01,7.293464845646045092e+01,7.543599023482846633e+01,7.760289554806870171e+01,7.946852092433218218e+01,8.106725457456499839e+01,8.243244117799083881e+01,8.359508429555310727e+01,8.458322315407133374e+01,8.542174140493634127e+01,8.613243332616058012e+01,8.673421025797348705e+01,8.724337269197251032e+01,8.767390285287342522e+01,8.803775191115296650e+01,8.834510814139788693e+01,8.860463976091760685e+01,8.882371053966713248e+01,8.900856871098328327e+01,8.916451097948079507e+01,8.929602399165862892e+01,8.940690580125904319e+01,8.950036980549964483e+01,8.957913345822856854e+01,8.964549384550032585e+01,8.970139197443702983e+01,8.974846739747172819e+01,8.978810458131631833e+01,8.982147223769227651e+01,8.984955666218462511e+01,8.987318997793632036e+01
1.214008184741336045e-02,1.353879428963634945e-02,1.509348543183672807e-02,1.682317421051777312e-02,1.874946085296826451e-02,2.089691416119393227e-02,2.329352127928417324e-02,2.597121046366020203e-02,2.896645919037135058e-02,3.232100206781456792e-02,3.608265553444583301e-02,4.030627927726411486e-02,4.505489778857056649e-02,5.040100958096178918e-02,5.642811641639152581e-02,6.323251060775722521e-02,7.092536517857608858e-02,7.963517960461302669e-02,8.951064323161952996e-02,1.007239895270377744e-01,1.134749273897302096e-01,1.279952511761829614e-01,1.445542493365458148e-01,1.634650531001254348e-01,1.850920921105941863e-01,2.098598539972068022e-01,2.382631804164104805e-01,2.708793740903272518e-01,3.083824409529130062e-01,3.515598500266293169e-01,4.013322626339664856e-01,4.587767637596970038e-01,5.251542238000413976e-01,6.019415307341160482e-01,6.908695632196736325e-01,7.939679265028785071e-01,9.136176472683779082e-01,1.052613221723163850e+00,1.214235632640751295e+00,1.402338191853961913e+00,1.621447315019122870e+00,1.876880575608598001e+00,2.174884578374414179e+00,2.522795274352504613e+00,2.929223199532662303e+00,3.404265573598371564e+00,3.959745942584170564e+00,4.609479606417307807e+00,5.369558678659508644e+00,6.258643116589901467e+00,7.298231716409813608e+00,8.512867496822789093e+00,9.930202076283364931e+00,1.158080050419284213e+01,1.349751014844024510e+01,1.571414909436812124e+01,1.826320921263948094e+01,2.117226046679243368e+01,2.445886691809149838e+01,2.812419164884038381e+01,3.214615713590191604e+01,3.647394545309255420e+01,4.102633122480955308e+01,4.569609208772458686e+01,5.036099821014679634e+01,5.489912365748464396e+01,5.920408119037902139e+01,6.319582088392392905e+01,6.682482195725484075e+01,7.007025512639079068e+01,7.293439023670178756e+01,7.543573136099729481e+01,7.760263619455157880e+01,7.946826122307463436e+01,8.106699462340559137e+01,8.243218104840551064e+01,8.359482403919010096e+01,8.458296280795265432e+01,8.542148099544358786e+01,8.613217287201140948e+01,8.673394977240540982e+01,8.724311218432498549e+01,8.767364232972384741e+01,8.803749137712716788e+01,8.834484759974580470e+01,8.860437921392056637e+01,8.882344998892553178e+01,8.900830815761922565e+01,8.916425042428066661e+01,8.929576343517331338e+01,8.940664524387436529e+01,8.950010924748569607e+01,8.957887289977441014e+01,8.964523328673826086e+01,8.970113141545965618e+01,8.974820683834376212e+01,8.978784402208304982e+01,8.982121167838538156e+01,8.984929610282625845e+01,8.987292941854195760e+01
