8.421360380279864152e-19,8.473902892789232470e-19,1.891570155006661990e-18,7.782247551796892850e-19,1.682207433247040473e-18,8.604001859531572663e-19,7.194486095741213505e-19,1.270986172244878507e-18,1.179863955966036979e-18,1.068320304724486303e-18,9.109045254331949240e-19,7.087548186150358087e-19,1.404221807870019781e-18,6.488934120457983019e-19,1.436157596959467073e-18,6.661914130155072167e-19,1.125058277300723577e-18,9.113280419068220742e-19,1.733691154572340916e-18,1.660700737320661754e-18,1.023096686274987174e-18,1.593136624887330453e-18,1.185740247037613687e-18,2.417154098777955350e-18,2.262729404581655720e-18
9.899999999999261469e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999998211410392e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999962728938e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999698538e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,6.248562051894973601e-17,9.899999999999998387e-06,6.433714651289027772e-06,1.583742089645209851e-06,9.899999999999998387e-06
9.899999999999998387e-06,9.899999999999998387e-06,9.899999999994369006e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999998376507278e-06,9.899999999999998387e-06,9.899999999399772206e-06,9.899999999999998387e-06,9.899080065431121786e-06,9.899999883182855541e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999080204e-06,9.870841391795548075e-06,9.684749345912356509e-06,5.432017563489874847e-06,9.899999999999998387e-06,5.684977936200608106e-08,5.884757049454228529e-06,9.561700210718358469e-09
9.899999999999701926e-06,9.899999999999749360e-06,9.899999999999994999e-06,9.899999999999998387e-06,9.899999999973908078e-06,9.899999999996312100e-06,9.899999996878812420e-06,9.899999999866799068e-06,9.899999011630742225e-06,9.899999999993809965e-06,9.899999999999991611e-06,9.899997450241047726e-06,9.899999993587632022e-06,9.899999999999998387e-06,9.899999999990537029e-06,9.899999451769739387e-06,9.899999999999998387e-06,9.899839577616889391e-06,9.868091617408822138e-06,9.784148329851697062e-06,9.679039015823910391e-06,9.445026900394215013e-06,6.971512822834524185e-06,4.469334880604733276e-09,3.409303846071960839e-08
9.899999999999998387e-06,9.899999999996767804e-06,9.899999999999996693e-06,9.899999999999991611e-06,9.899999999945603626e-06,9.899999999971068824e-06,9.899999999862856977e-06,9.899999999616536408e-06,9.899999612309689590e-06,9.899999974288406447e-06,9.899999995863194505e-06,9.899999995354098905e-06,9.899992393106975936e-06,9.899970394180086875e-06,9.899999997389403880e-06,9.899999999999998387e-06,9.899999999998180655e-06,9.856676877045529592e-06,9.810341520974358688e-06,9.816241562628013018e-06,9.756709551858841996e-06,9.666716238268334061e-06,9.614576179830775329e-06,9.614442823804726009e-06,9.614436731010413587e-06
9.899999999999998387e-06,9.899999999993772695e-06,9.899999999999429181e-06,9.899999999844593253e-06,9.899999999999010747e-06,9.899999662483330466e-06,9.899999997677988006e-06,9.899999998819063358e-06,9.899996586564833100e-06,9.899999999579875128e-06,9.899999999415992887e-06,9.899999907983563497e-06,9.899915418314890949e-06,9.899999998389109434e-06,9.899999999697817689e-06,9.899991010842574459e-06,9.899998414437950384e-06,9.880230991911845525e-06,9.814529191627197744e-06,9.809640928485877882e-06,9.747317534699509575e-06,9.657957571258349327e-06,9.513702323597725025e-06,9.483987684405320473e-06,9.483849988398685075e-06
9.899999999999998387e-06,9.899999999999025994e-06,9.899999999999991611e-06,9.899999999984268986e-06,9.899999999934409238e-06,9.899999999999996693e-06,9.899999999999971282e-06,9.899999999630327798e-06,9.899999999533705056e-06,9.899999859914836763e-06,9.899999967803644176e-06,9.899999999999998387e-06,9.899999386084002982e-06,9.899999999996954151e-06,9.899992177920439337e-06,9.899999999998619418e-06,9.814704748401854550e-06,9.839967141645034163e-06,9.844752717465210469e-06,9.718011142345774875e-06,9.624410759195506514e-06,9.642970568813476683e-06,9.500565440536875032e-06,9.325773314026566453e-06,9.325697634513539156e-06
9.899999999999996693e-06,9.899999999998783742e-06,9.899999999999996693e-06,9.899999999999676515e-06,9.899999999871725412e-06,9.899999999654651196e-06,9.899999853558911591e-06,9.899999998939435210e-06,9.899999999534638486e-06,9.899999999950555380e-06,9.899999049882709465e-06,9.899971260037399482e-06,9.899999988559227707e-06,9.899999999824687978e-06,9.899986883165816056e-06,9.870833118977745028e-06,9.797770303283020793e-06,9.862671307739165658e-06,9.797233873212094862e-06,9.756399234245663127e-06,9.714138988203472837e-06,9.579075105157562649e-06,9.477170057575119054e-06,9.184153988254385641e-06,9.122102010182935999e-06
9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999610127756e-06,9.899999999995024610e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999999998387e-06,9.899999999963121961e-06,9.899999991938116672e-06,9.899999999988570219e-06,9.891278399327370349e-06,9.899998850690438511e-06,9.899447764551169926e-06,9.870011947799836038e-06,9.884503717426401269e-06,9.793990858143750210e-06,9.717066570651576034e-06,9.758559754136458234e-06,9.688985165992742286e-06,9.592226354342656090e-06,9.442967742648718956e-06,9.146942847922942066e-06,8.839551329529055914e-06
9.899999999999998387e-06,9.899999999999996693e-06,9.899999999999396994e-06,9.899999999999998387e-06,9.899999875881949920e-06,9.899999850217751167e-06,9.899999999918354576e-06,9.899999999999800182e-06,9.899999999993804882e-06,9.899999965165959861e-06,9.899999922033515833e-06,9.899999897577824726e-06,9.899997789152065709e-06,9.887067478047631774e-06,9.893149244730872226e-06,9.893258483557169867e-06,9.865274728505506755e-06,9.743372051225913968e-06,9.780222048160076007e-06,9.730030330630968106e-06,9.656320936176140409e-06,9.554217241945961428e-06,9.396545307461618424e-06,9.084419954719367260e-06,8.383991380995628120e-06
