8.614674700343860181e+00,8.613708570222279093e+00,8.614473988832111573e+00,8.614403257447522222e+00,8.614833726827333393e+00,8.614190999659269821e+00,8.614851474282575694e+00,8.615172850997327103e+00,8.614299236246568015e+00,8.613715460076260655e+00,8.614417507361800119e+00,8.614546651641470376e+00,8.615128824664793683e+00,8.614734864622114685e+00,8.614550868532013794e+00,8.614949119302222513e+00,8.615093500727809328e+00,8.613618587168408780e+00,8.614835407212479979e+00,8.613712034438147924e+00,8.610215178055703689e+00,8.607897564965735882e+00,8.614354715694066300e+00,8.610815603044654765e+00,8.551579389492502514e+00
8.566510238917206976e+00,8.314759212762474760e+00,6.701218857564016140e+00,5.425430347389164076e+00,4.266319756907076766e+00,6.895668585610732926e+00,8.079411338841739010e+00,2.920336481306559762e+00,7.863973903218169248e+00,6.929344527668247267e+00,3.995186654369955903e+00,1.743983864307218079e+00,6.852096278189708123e+00,2.391588850521996434e+00,3.352567728083407417e+00,6.944014601252669117e+00,7.196920133741744330e+00,1.678407085821578715e+00,7.209829018473661755e+00,2.699112414198872489e+00,6.815881754685923610e+00,4.522583507074863896e+00,6.762215720217665371e+00,7.732151951800190659e+00,7.620429507127692403e+00
8.413298944142162838e+00,8.377429004033272619e+00,6.572721224793180994e+00,5.215363075323498521e+00,5.125744902516519375e+00,5.363821442422504582e+00,6.042294100510832600e+00,1.724447073577143996e+00,6.301472250954528675e+00,6.127488966650990854e+00,1.401263238412176815e+00,4.690588376028346218e+00,1.368833473369175602e+00,4.773973116659625759e+00,4.585805626558570047e+00,1.495369123206660156e+00,1.433608744646439837e+00,5.135015555503144036e+00,1.541359076949220475e+00,4.012473135904099486e+00,5.229812135135955664e+00,5.271377426892119189e+00,1.386004869725173450e+00,1.265555396261593302e+00,1.640888767933700754e+00
8.503837106999240447e+00,8.394726564037311434e+00,6.428620430509269568e+00,4.716434645024141226e+00,4.382010970989839826e+00,4.634138111449808584e+00,4.448673744550874609e+00,4.743565208045183113e+00,4.196236170612707816e+00,5.205695590344419088e+00,3.211859791340172521e+00,4.457268711070661027e+00,4.607161956767549249e+00,3.247708766369197697e+00,3.989273139514782685e+00,2.749593824417238430e+00,4.020632944026127475e+00,4.335971718347086501e+00,3.054446367644579219e+00,4.904089024663011998e+00,3.567642522379796510e+00,4.254782978753124389e+00,4.988312393653253629e+00,4.251010705387841426e+00,4.155356281120386797e+00
8.462119672140728355e+00,7.880885461119129687e+00,5.912923639463162573e+00,5.137193600630431511e+00,3.836890433282455160e+00,3.440444752135292106e+00,3.797255995891319458e+00,4.039827419022251398e+00,3.860990749325635907e+00,3.519345375673527787e+00,4.250279270725032532e+00,3.205873786517156709e+00,3.530499128064588543e+00,2.778402422037886677e+00,4.242983201954609207e+00,4.674161222808808525e+00,2.258780886237581331e+00,3.599130691184976971e+00,2.730951308116851273e+00,3.758905279217080952e+00,2.800597431272099147e+00,3.422509584692364548e+00,3.599487700385945566e+00,4.417022438479664359e+00,4.098733744352313302e+00
8.269238874118146398e+00,7.218999835976080526e+00,5.657726090670769814e+00,5.361365182977849919e+00,5.030905769361953439e+00,3.470832026305594731e+00,3.423498064655063455e+00,2.522473640618100088e+00,3.638928770208022190e+00,2.854614048057114495e+00,2.410486821182644235e+00,2.250844955236703804e+00,2.238267272235189509e+00,2.807304380750989647e+00,3.740510455966602699e+00,2.905355540621156862e+00,2.490322291896500673e+00,2.780720511277022577e+00,3.913909923844204553e+00,2.902635370632531409e+00,2.210940040239092408e+00,3.578559473745749564e+00,2.497255137178957529e+00,2.660327297540049596e+00,2.380610986430963916e+00
8.416376514631288330e+00,6.574065245363073906e+00,5.334150738904115840e+00,5.717009286484920239e+00,4.135369351164850826e+00,3.984172363151810004e+00,2.798897603803661038e+00,3.245385591894518473e+00,2.568099650510165421e+00,2.738163754992206655e+00,2.681502916410146931e+00,2.330529058738650683e+00,2.236205863859106913e+00,2.250510066665488917e+00,2.750942867514944989e+00,2.418753580148661708e+00,2.466596354978561667e+00,1.854549749389795332e+00,2.530177812367814472e+00,2.177580576853775707e+00,3.002223357071869270e+00,2.714342634035241009e+00,1.993919075569849264e+00,2.047173653176471486e+00,2.223838516921211816e+00
7.398916442505496960e+00,8.597566029743784810e+00,4.976126120357191596e+00,5.435903072293911897e+00,4.570768877669465269e+00,3.499355569721826154e+00,3.461383457883052017e+00,3.473734717639032521e+00,2.757698656038333418e+00,3.083799986968362550e+00,1.944349352023813537e+00,1.695978477862353229e+00,2.136340640999840446e+00,1.645910444997667810e+00,1.525527676363686469e+00,1.951936260095534337e+00,1.536347231581435713e+00,1.854536804376054837e+00,1.944029110087402090e+00,1.971765327181247640e+00,2.003112003209513770e+00,1.646366508420016306e+00,1.277948518280390910e+00,1.727211619046436608e+00,1.805921378460908500e+00
8.587805050625208381e+00,6.276957785538133550e+00,5.334002805346842457e+00,5.501086517835708456e+00,4.746151403021007908e+00,4.191487865649983213e+00,3.059368856307717710e+00,3.280847357929556285e+00,2.985785906016775737e+00,2.863404270836283239e+00,1.582374418216609735e+00,1.518158424355396274e+00,1.501330917362174056e+00,1.206382486758410311e+00,1.582617145894119615e+00,1.852939431790737279e+00,1.536688204271009051e+00,1.543446894439354677e+00,1.569140622753458558e+00,1.350127471457555961e+00,1.556850877962851598e+00,1.701079388561646866e+00,1.800629393985549331e+00,1.547356835394567698e+00,1.697953764826809708e+00
5.866059511242700530e+00,5.119292596787879290e+00,5.298347946566832611e+00,5.538512032582537437e+00,3.806319483595029141e+00,4.266937339230358006e+00,3.912856479484256855e+00,3.940158509670670828e+00,3.053949765889806045e+00,2.650134020620024344e+00,2.856667253187367361e+00,1.068014706232383260e+00,1.353227771411554592e+00,1.298642517977703248e+00,1.270489653636051042e+00,1.438188764676592957e+00,1.446558103144705232e+00,1.554575589979206196e+00,1.330824869467597926e+00,1.177216192791060489e+00,1.451670176177945804e+00,1.309356162438482185e+00,1.322990809929970313e+00,1.131997502588441451e+00,1.189858399545381751e+00
