time,flux,h,injection_area,pp_0,pp_inf,tidal_head,wellPP
0,0,101.02318629327,1.2566370614359,0,0,0,0
1,0,101.02318629327,1.2566370614359,1010231.8700768,1010231.9185321,1.4544410382007e-12,1010231.8629327
2.1,-5.8453437334577e-06,101.02318629327,1.2566370614359,1010231.862882,1010231.9260719,3.0543261435009e-12,1010231.8629327
3.31,-4.5884937577542e-06,101.02318622254,1.2566370614359,1010231.8628921,1010231.9343658,4.814199667457e-12,1010231.8622254
4.641,-4.1813563417038e-06,101.02318616146,1.2566370614359,1010231.8621893,1010231.943489,6.7500603694961e-12,1010231.8616146
6.1051,-3.9339529026432e-06,101.02318610024,1.2566370614359,1010231.8615818,1010231.9535245,8.8795068467744e-12,1010231.8610024
7.71561,-3.7535265345893e-06,101.02318603688,1.2566370614359,1010231.8609724,1010231.9645636,1.1221897503008e-11,1010231.8603688
9.487171,-3.6087116887554e-06,101.02318597039,1.2566370614359,1010231.8603414,1010231.9767066,1.3798526508756e-11,1010231.8597039
11.4358881,-3.4853113303495e-06,101.02318590006,1.2566370614359,1010231.8596789,1010231.9900638,1.6632817350412e-11,1010231.8590006
13.57947691,-3.3757294035367e-06,101.02318582535,1.2566370614359,1010231.8589782,1010232.0047568,1.9750535724212e-11,1010231.8582535
15.937424601,-3.275407455582e-06,101.02318574575,1.2566370614359,1010231.8582337,1010232.0209191,2.3180023706367e-11,1010231.8574575
18.5311670611,-3.1813824922077e-06,101.02318566079,1.2566370614359,1010231.8574403,1010232.0386976,2.6952457322324e-11,1010231.8566079
21.38428376721,-3.0915967728435e-06,101.02318557002,1.2566370614359,1010231.8565936,1010232.0582539,3.1102129848979e-11,1010231.8557002
24.522712143931,-3.004536469861e-06,101.02318547299,1.2566370614359,1010231.8556888,1010232.0797658,3.566676341488e-11,1010231.8547299
27.974983358324,-2.9190294932951e-06,101.02318536926,1.2566370614359,1010231.8547217,1010232.1034289,4.0687851717294e-11,1010231.8536926
31.772481694157,-2.834135771988e-06,101.02318525841,1.2566370614359,1010231.8536877,1010232.1294582,4.6211036953111e-11,1010231.8525841
35.949729863572,-2.7490559675012e-06,101.02318514001,1.2566370614359,1010231.8525827,1010232.1580904,5.2286524365364e-11,1010231.8514001
40.544702849929,-2.6630934382454e-06,101.02318501369,1.2566370614359,1010231.8514026,1010232.1895856,5.8969538140733e-11,1010231.8501369
45.599173134922,-2.5756059631838e-06,101.02318487908,1.2566370614359,1010231.8501435,1010232.2242303,6.6320822758114e-11,1010231.8487908
51.159090448415,-2.486001938245e-06,101.02318473588,1.2566370614359,1010231.8488018,1010232.2623392,7.4407194286655e-11,1010231.8473588
57.274999493256,-2.3936999997845e-06,101.02318458383,1.2566370614359,1010231.8473744,1010232.3042588,8.3302146565827e-11,1010231.8458383
64.002499442582,-2.2981334133383e-06,101.02318442279,1.2566370614359,1010231.845859,1010232.3503699,9.3086517672546e-11,1010231.8442279
71.40274938684,-2.1987202300945e-06,101.02318425272,1.2566370614359,1010231.8442541,1010232.4010917,1.0384922259302e-10,1010231.8425272
79.543024325524,-2.0948773309066e-06,101.02318407373,1.2566370614359,1010231.8425593,1010232.4568849,1.1568805857179e-10,1010231.8407373
88.497326758076,-1.9859876569289e-06,101.02318388614,1.2566370614359,1010231.8407758,1010232.5182566,1.2871059020821e-10,1010231.8388614
98.347059433884,-1.8714124981279e-06,101.02318369052,1.2566370614359,1010231.8389068,1010232.5857643,1.4303512201197e-10,1010231.8369052
109.18176537727,-1.7504754011838e-06,101.02318348776,1.2566370614359,1010231.836958,1010232.6600212,1.5879176681274e-10,1010231.8348776
121.099941915,-1.6224609991559e-06,101.02318327912,1.2566370614359,1010231.8349384,1010232.7417015,1.7612361914172e-10,1010231.8327912
134.2099361065,-1.4866024303869e-06,101.02318306641,1.2566370614359,1010231.8328608,1010232.831547,1.9518804345923e-10,1010231.8306641
148.63092971715,-1.3420839717559e-06,101.02318285202,1.2566370614359,1010231.8307432,1010232.9303732,2.1615808788268e-10,1010231.8285202
164.49402268886,-1.1880255317463e-06,101.02318263912,1.2566370614359,1010231.8286095,1010233.0390767,2.3922403485905e-10,1010231.8263912
181.94342495775,-1.0234873317841e-06,101.02318243181,1.2566370614359,1010231.8264916,1010233.1586437,2.6459510100285e-10,1010231.8243181
201.13776745353,-8.4745264380421e-07,101.02318223536,1.2566370614359,1010231.8244306,1010233.290158,2.925012990538e-10,1010231.8223536
222.25154419888,-6.5883159383751e-07,101.02318205642,1.2566370614359,1010231.8224791,1010233.4348113,3.2319547555297e-10,1010231.8205642
245.47669861877,-4.5644858091554e-07,101.0231819034,1.2566370614359,1010231.8207039,1010233.5939133,3.5695553832918e-10,1010231.819034
271.02436848064,-2.3903642539802e-07,101.02318178679,1.2566370614359,1010231.8191891,1010233.7689032,3.9408688814333e-10,1010231.8178679
299.12680532871,-5.2390022254721e-09,101.02318171961,1.2566370614359,1010231.8180396,1010233.9613623,4.3492506873855e-10,1010231.8171961
330.03948586158,2.4641392127176e-07,101.02318171799,1.2566370614359,1010231.817386,1010234.1730277,4.7983864892624e-10,1010231.8171799
364.04343444774,5.1749176360912e-07,101.02318180178,1.2566370614359,1010231.8173895,1010234.4058066,5.2923234898487e-10,1010231.8180178
401.44777789251,8.0968595066985e-07,101.02318199535,1.2566370614359,1010231.8182488,1010234.6617926,5.8355042126302e-10,1010231.8199535
442.59255568176,1.1248031862818e-06,101.02318232851,1.2566370614359,1010231.8202077,1010234.9432829,6.4328029106316e-10,1010231.8232851
487.85181124994,1.4647771555623e-06,101.0231828376,1.2566370614359,1010231.8235644,1010235.2527963,7.0895645810472e-10,1010231.828376
537.63699237493,1.8316723285046e-06,101.02318356686,1.2566370614359,1010231.8286826,1010235.5930933,7.8116465041028e-10,1010231.8356686
592.40069161242,2.2276819118933e-06,101.02318456998,1.2566370614359,1010231.8360048,1010235.9671963,8.6054621037299e-10,1010231.8456998
652.64076077367,2.6551266789693e-06,101.02318591198,1.2566370614359,1010231.8460681,1010236.3784113,9.4780267577918e-10,1010231.8591198
718.90483685103,3.1164628691877e-06,101.02318767143,1.2566370614359,1010231.8595228,1010236.8303505,1.0437004949901e-09,1010231.8767143
791.79532053614,3.6142608296137e-06,101.0231899431,1.2566370614359,1010231.8771549,1010237.3269541,1.1490757830958e-09,1010231.899431
871.97485258975,4.1512067704245e-06,101.02319284108,1.2566370614359,1010231.8999123,1010237.8725128,1.2648389816859e-09,1010231.9284108
960.17233784872,4.7300702881278e-06,101.02319650245,1.2566370614359,1010231.9289362,1010238.471688,1.3919792250444e-09,1010231.9650245
1057.1895716336,5.3536944177189e-06,101.02320109157,1.2566370614359,1010231.9655974,1010239.1295299,1.531568134937e-09,1010232.0109157
1163.908528797,6.0249420898787e-06,101.02320680514,1.2566370614359,1010232.0115399,1010239.8514907,1.6847626580319e-09,1010232.0680514
1281.2993816767,6.7466560470191e-06,101.02321387808,1.2566370614359,1010232.0687309,1010240.6434313,1.8528064156218e-09,1010232.1387808
1410.4293198443,7.5215836492928e-06,101.02322259029,1.2566370614359,1010232.1395198,1010241.5116167,2.0370288433992e-09,1010232.2259029
1552.4722518287,8.3522768109973e-06,101.02323327449,1.2566370614359,1010232.2267057,1010242.4626973,2.2388411449828e-09,1010232.3327449
1708.7194770116,9.2409907666436e-06,101.02324632507,1.2566370614359,1010232.3336161,1010243.5036687,2.4597277481618e-09,1010232.4632507
1880.5914247128,1.0189496524859e-05,101.02326220821,1.2566370614359,1010232.4641951,1010244.6418016,2.7012315139685e-09,1010232.6220821
2069.6505671841,1.1198889226116e-05,101.02328147295,1.2566370614359,1010232.6231044,1010245.8845321,2.9649303766847e-09,1010232.8147295
