time,flux,h,injection_area,pp_0,pp_inf,tidal_head,wellPP
0,0,101.0231904507,1.2566370614359,0,0,0,0
1,0,101.0231904507,1.2566370614359,1010231.9146948,1010231.9218975,1.4544410382007e-12,1010231.904507
2.1,-5.9037258681651e-06,101.0231904507,1.2566370614359,1010231.9044593,1010231.9333199,3.0543261435009e-12,1010231.904507
3.31,-4.6103254694184e-06,101.02319037926,1.2566370614359,1010231.9044691,1010231.9458844,4.814199667457e-12,1010231.9037926
4.641,-4.1889301611838e-06,101.0231903179,1.2566370614359,1010231.9037597,1010231.9597054,6.7500603694961e-12,1010231.903179
6.1051,-3.929748768667e-06,101.02319025657,1.2566370614359,1010231.9031498,1010231.9749084,8.8795068467744e-12,1010231.9025657
7.71561,-3.7380523723141e-06,101.02319019327,1.2566370614359,1010231.9025399,1010231.9916318,1.1221897503008e-11,1010231.9019327
9.487171,-3.5818729936732e-06,101.02319012705,1.2566370614359,1010231.9019103,1010232.0100275,1.3798526508756e-11,1010231.9012705
11.4358881,-3.4467391545207e-06,101.02319005725,1.2566370614359,1010231.9012513,1010232.0302627,1.6632817350412e-11,1010231.9005725
13.57947691,-3.324886270859e-06,101.02318998336,1.2566370614359,1010231.9005566,1010232.0525214,1.9750535724212e-11,1010231.8998336
15.937424601,-3.2116172053192e-06,101.02318990496,1.2566370614359,1010231.8998213,1010232.077006,2.3180023706367e-11,1010231.8990496
18.5311670611,-3.1038481265902e-06,101.02318982166,1.2566370614359,1010231.8990409,1010232.103939,2.6952457322324e-11,1010231.8982166
21.38428376721,-2.9993937276452e-06,101.0231897331,1.2566370614359,1010231.8982117,1010232.1335653,3.1102129848979e-11,1010231.897331
24.522712143931,-2.8966126143993e-06,101.02318963896,1.2566370614359,1010231.8973302,1010232.1661541,3.566676341488e-11,1010231.8963896
27.974983358324,-2.7942004490929e-06,101.02318953896,1.2566370614359,1010231.8963933,1010232.2020018,4.0687851717294e-11,1010231.8953896
31.772481694157,-2.6910679429244e-06,101.02318943285,1.2566370614359,1010231.8953979,1010232.2414341,4.6211036953111e-11,1010231.8943285
35.949729863572,-2.5862641991421e-06,101.02318932043,1.2566370614359,1010231.8943418,1010232.2848096,5.2286524365364e-11,1010231.8932043
40.544702849929,-2.4789328255024e-06,101.02318920159,1.2566370614359,1010231.8932231,1010232.3325224,5.8969538140733e-11,1010231.8920159
