time,flux,h,injection_area,pp_0,pp_inf,tidal_head,wellPP
0,0,101.05102220199,1.2566370614359,0,0,0,0
1,0,101.05102220199,1.2566370614359,1010496.7756321,1010486.6015172,-1.4544410382007e-10,1010510.2220199
2.1,-0.0084661326588304,101.05102220199,1.2566370614359,1010511.4434137,1010474.1008765,-3.0543261435009e-10,1010510.2220199
3.31,-0.010977408000241,101.05094068026,1.2566370614359,1010511.2493167,1010463.8198581,-4.814199667457e-10,1010509.4068026
4.641,-0.013008559713776,101.05082440674,1.2566370614359,1010510.2782229,1010454.5046548,-6.7500603694961e-10,1010508.2440674
6.1051,-0.014710826920107,101.05067284036,1.2566370614359,1010508.9850611,1010445.6684201,-8.8795068467744e-10,1010506.7284036
7.71561,-0.016196047567021,101.05048430038,1.2566370614359,1010507.3557115,1010437.0606607,-1.1221897503008e-09,1010504.8430038
9.487171,-0.017532256586167,101.05025596768,1.2566370614359,1010505.3681045,1010428.5292657,-1.3798526508756e-09,1010502.5596768
11.4358881,-0.018756017136167,101.04998407999,1.2566370614359,1010502.9912178,1010419.9706743,-1.6632817350412e-09,1010499.8407999
13.57947691,-0.019886619512287,101.04966412782,1.2566370614359,1010500.1859318,1010411.3080659,-1.9750535724212e-09,1010496.6412782
15.937424601,-0.020933736070097,101.04929096525,1.2566370614359,1010496.9063984,1010402.4805545,-2.3180023706367e-09,1010492.9096525
18.5311670611,-0.021901239848931,101.04885887294,1.2566370614359,1010493.1008528,1010393.4374025,-2.6952457322324e-09,1010488.5887294
21.38428376721,-0.022789153993324,101.04836160417,1.2566370614359,1010488.712093,1010384.1348094,-3.1102129848979e-09,1010483.6160417
24.522712143931,-0.023594689624337,101.04779243238,1.2566370614359,1010483.6778599,1010374.5341549,-3.566676341488e-09,1010477.9243238
27.974983358324,-0.024312839208494,101.04714421284,1.2566370614359,1010477.9312661,1010364.6011266,-4.0687851717294e-09,1010471.4421284
31.772481694157,-0.024936748667968,101.04640946856,1.2566370614359,1010471.4013846,1010354.3054188,-4.6211036953111e-09,1010464.0946856
35.949729863572,-0.025457998523002,101.04558050956,1.2566370614359,1010464.0140855,1010343.6208092,-5.2286524365364e-09,1010455.8050956
40.544702849929,-0.025866864736055,101.04464959427,1.2566370614359,1010455.693209,1010332.5255023,-5.8969538140733e-09,1010446.4959427
45.599173134922,-0.026152602663037,101.04360914146,1.2566370614359,1010446.3621574,1010321.0026747,-6.6320822758114e-09,1010436.0914146
51.159090448415,-0.026303786656275,101.0424520007,1.2566370614359,1010435.9459885,1010309.041202,-7.4407194286655e-09,1010424.520007
57.274999493256,-0.026308708090584,101.04117178769,1.2566370614359,1010424.37409,1010296.6365712,-8.3302146565827e-09,1010411.7178769
64.002499442582,-0.026155864506902,101.0397632899,1.2566370614359,1010411.5834951,1010283.7919944,-9.3086517672546e-09,1010397.632899
71.40274938684,-0.025834520848515,101.03822294345,1.2566370614359,1010397.5228968,1010270.5197261,-1.0384922259302e-08,1010382.2294345
79.543024325524,-0.025335367694615,101.03654937905,1.2566370614359,1010382.1573657,1010256.8425553,-1.1568805857179e-08,1010365.4937905
88.497326758076,-0.024651278550962,101.03474402695,1.2566370614359,1010365.4737521,1010242.795387,-1.2871059020821e-08,1010347.4402695
98.347059433884,-0.02377817623444,101.03281176128,1.2566370614359,1010347.4866696,1010228.4267756,-1.4303512201197e-08,1010328.1176128
108.34705943388,-0.022476358532759,101.03091949833,1.2566370614359,1010328.2630833,1010214.8504444,-1.5757788812985e-08,1010309.1949833
118.34705943388,-0.021108630215647,101.0291308338,1.2566370614359,1010309.4445916,1010202.1980625,-1.7212032090772e-08,1010291.308338
128.34705943388,-0.019817837214414,101.02745101284,1.2566370614359,1010291.6562533,1010190.3949442,-1.8666238958255e-08,1010274.5101284
138.34705943388,-0.01861461376848,101.02587391295,1.2566370614359,1010274.9496913,1010179.3760719,-2.0120406339206e-08,1010258.7391295
148.34705943388,-0.017489849956931,101.02439256536,1.2566370614359,1010259.2643679,1010169.0839013,-2.1574531157482e-08,1010243.9256536
158.34705943388,-0.016434970879594,101.02300072628,1.2566370614359,1010244.5312467,1010159.4668237,-2.302861033703e-08,1010230.0072628
168.34705943388,-0.01544366819028,101.02169283427,1.2566370614359,1010230.6883693,1010150.4780708,-2.4482640801893e-08,1010216.9283427
178.34705943388,-0.014511133031495,101.02046382996,1.2566370614359,1010217.6804873,1010142.0749188,-2.5936619476217e-08,1010204.6382996
188.34705943388,-0.013633428248299,101.01930903663,1.2566370614359,1010205.4573065,1010134.2180999,-2.7390543284259e-08,1010193.0903663
198.34705943388,-0.012807142194017,101.01822409088,1.2566370614359,1010193.9723192,1010126.8713565,-2.884440915039e-08,1010182.2409088
208.34705943388,-0.01202922158775,101.01720490083,1.2566370614359,1010183.1821242,1010120.0010952,-3.0298213999105e-08,1010172.0490083
218.34705943388,-0.011296871221389,101.01624761756,1.2566370614359,1010173.0460151,1010113.5761119,-3.1751954755027e-08,1010162.4761756
228.34705943388,-0.010607500592369,101.0153486146,1.2566370614359,1010163.5257001,1010107.5673672,-3.3205628342915e-08,1010153.486146
